lat,lon,station_id,color,station_name,date,Параметр,"Қауіпті деңгей, см","Нақты деңгей, см","Нақты шығын, м³/с","Судың температурасы,°C",Су объектінің күй коды,param
49.8107,57.3479,19081,lightblue,Ілек өз. - Тамды а.,2026-03-25,Мәні,700,188,1.41,0,537 545,discharge
50.8678,51.1358,19083,lightblue,Көшім тармағы (Көшім кан.) – Көшім ауылы,2026-03-25,Мәні,800,590,13.8,NA,539,discharge
50.0382,57.3601,19084,lightblue,Ілек өз.– Бестамақ ауылы,2026-03-25,Мәні,700,119,1.04,NA,564 545,discharge
49.484,58.5197,19130,lightblue,Шиелі өзені – Құмсай ауылы,2026-03-25,Мәні,600,223,NA,0,537 545,discharge
50.1254,59.0874,19132,lightblue,Ор өзені - Бугетсай ауылы,2026-03-25,Мәні,850,344,0.54,0,565,discharge
50.0123,57.4294,19134,lightblue,Тамды өзені – Бесқоспа ауылы,2026-03-25,Мәні,600,128,0.18,0,565,discharge
50.8725,56.7043,19180,lightblue,Орта-Буртя өзені - Дмитриевка ауылы,2026-03-25,Мәні,700,NA,NA,NA,575,discharge
50.3066,57.2257,19195,lightblue,Ілек өз.– Актөбе қ.,2026-03-25,Мәні,493,116,4.85,NA,539 545,discharge
50.7963,56.2582,19196,lightblue,Елек өзені - Целинное ауылы,2026-03-25,Мәні,675,192,4.29,NA,565,discharge
51.4315,51.5282,19198,lightblue,Шаған өзені - Каменный ауылынан төмен,2026-03-25,Мәні,1300,482,1.03,1,546,discharge
51.1193,54.0777,19201,lightblue,Елек өзені - Чилик ауылы,2026-03-25,Мәні,800,140,,NA,540 537,discharge
50.3189,57.3087,19205,lightblue,Қарғала өзені – Қарғала ауылы,2026-03-25,Мәні,547,68,4.67,0,546,discharge
50.7332,57.8873,19208,lightblue,Көс істек өз. –  Көсістек а.,2026-03-25,Мәні,600,193,0.234,0,537,discharge
50.3651,57.6462,19211,lightblue,Ақтасты өзені – Белогорский ауылы,2026-03-25,Мәні,800,339,1.03,0,546,discharge
50.1575,55.6876,19218,lightblue,Үлкен Қобда өзені – Қобда ауылы (Новоалексеевка ауылы),2026-03-25,Мәні,750,305,3.73,0.8,537 545,discharge
50.2318,56.2189,19220,lightblue,Қарахобда өзені – Алпасай ауылы,2026-03-25,Мәні,780,339,2.82,0,546,discharge
50.4525,54.1294,19229,lightblue,Утва өзені – Лубенка ауылы,2026-03-25,Мәні,540,358,NA,0.4,539 540,discharge
51.0599,52.9468,19231,lightblue,Утва өзені – Кентүбек ауылы (Григорьевка ауылы),2026-03-25,Мәні,700,329,NA,NA,540 665,discharge
50.72722,53.46556,19232,lightblue,Шыңғырлау ө. – Ақтау а.,2026-03-25,Мәні,650,286,NA,NA,540,discharge
51.5783,52.0793,19239,lightblue,Быковка өзені - Чеботарево ауылы,2026-03-25,Мәні,810,622,NA,NA,537 665,discharge
51.1103,50.3074,19240,lightblue,Деркүл өзені – Тасқала п. (Каменка п.),2026-03-25,Мәні,550,300,NA,NA,537 664,discharge
51.2718,51.0724,19243,lightblue,Деркул өзені – Белес ауылы (Ростошский ауылы),2026-03-25,Мәні,700,206,NA,NA,540 665,discharge
50.6611,52.1242,19246,lightblue,Куперанкаты өзені – Алғабас ауылы,2026-03-25,Мәні,945,278,9.52,0,543,discharge
50.2662,52.5984,19247,lightblue,Өлеңті өзені – Жымпиты ауылы,2026-03-25,Мәні,520,172,NA,1.4,537 665,discharge
50.5003,52.6499,19249,lightblue,Шидерты өзені – Аралтөбе ауылы (Жамбейтинский свх.),2026-03-25,Мәні,960,250,NA,0.5,537 665,discharge
51.4173,51.9458,19257,lightblue,Рубежка өзені – Рубежинское ауылы,2026-03-25,Мәні,1000,254,,6,600,discharge
49.199,55.8754,19261,lightblue,Ойыл өз. - Алтықарасу а.,2026-03-25,Мәні,720,422,0.46,0,546,discharge
51.26583,51.37861,19268,lightblue,Шаған ө. – Мичурино а.,2026-03-25,Мәні,1100,188,NA,NA,539,discharge
50.4477,58.0187,19270,lightblue,Көкпекті өзені – Троицкое ауылы,2026-03-25,Мәні,580,125,0.387,0,538 545,discharge
48.556,57.5406,19289,lightblue,Ембі өзені – Жағабұлак ауылы,2026-03-25,Мәні,600,119,0.508,0,537 545,discharge
48.4889,57.4317,19300,lightblue,Ембі өзені – Сага ауылы,2026-03-25,Мәні,500,169,4.02,0,600,discharge
49.3346,57.0664,19301,lightblue,Темір өзені – Сагашили ауылы,2026-03-25,Мәні,1100,822,0.631,0.4,539,discharge
48.9216,57.2269,19302,lightblue,Темір өзені – Ленин ауылы,2026-03-25,Мәні,700,288,0.32,NA,539 545,discharge
50.8728,54.7915,19462,lightblue,Үлкен Хобда өзені - Қогалы ауылы,2026-03-25,Мәні,700,137,4.26,NA,564,discharge
49.0891,54.6719,19463,lightblue,Ойыл өзені – Ойыл ауылы,2026-03-25,Мәні,1050,600,1.23,1.5,545,discharge
49.87028,53.92639,19501,lightblue,Қалдығайты ө. – Жігерлен а.,2026-03-25,Мәні,470,246,NA,NA,539,discharge
51.15,50.68972,19502,lightblue,Деркұл ө. – Зеленое а.,2026-03-25,Мәні,450,138,NA,NA,540,discharge
49.66306,54.8625,19503,lightblue,Киіл ө. – Ақкемер а.,2026-03-25,Мәні,1150,622,NA,NA,537 545,discharge
48.21833,55.78056,19504,lightblue,Сағыз ө. – Алтайбатыр ауылы,2026-03-25,Мәні,480,82,NA,NA,600,discharge
48.21167,54.86056,19505,lightblue,Сағыз ө.  – Сағыз а.,2026-03-25,Мәні,955,415,NA,NA,600,discharge
48.23611,54.87361,19506,lightblue,Ноғайты ө.  – Сағыз а.,2026-03-25,Мәні,433,47,NA,NA,600,discharge
50.33418,57.35139,19509,lightblue,Жаман Қарағала ө. – Қызылжар а.,2026-03-25,Мәні,NA,126,NA,NA,546,discharge
50.33417,55.67417,19513,lightblue,Сауқайың ө. – Білтабанова а.,2026-03-25,Мәні,750,460,NA,NA,537 545,discharge
49.16917,58.42917,19514,lightblue,Ембі ө. – Бұлақты ауылы,2026-03-25,Мәні,NA,144,NA,NA,600,discharge
48.84111,58.14528,19515,lightblue,Ембі ө. – Ембі қ.,2026-03-25,Мәні,NA,145,NA,NA,546,discharge
49.94417,51.30667,19516,lightblue,Жайық ө. – Мергенево а.,2026-03-25,Мәні,NA,346,NA,NA,539,discharge
47.684,51.5968,19801,lightblue,Жайық өз. – Махамбет ауылы,2026-03-25,Мәні,1345,342,140,5.2,600,discharge
47.1167,51.9195,19802,lightblue,Жайық өз. – Атырау қ.,2026-03-25,Мәні,695,198,138,5.1,600,discharge
47.0052,51.8193,19806,lightblue,Жайық өз.  – Жаңаталап п.,2026-03-25,Мәні,757,92,105,6.3,600,discharge
48.562,51.7422,19808,lightblue,Жайық өз. – Индербор п.,2026-03-25,Мәні,1215,205,94.7,2.9,600,discharge
46.5461,48.7591,77818,lightblue,"Волга өзені, Кигач саласы - Котяевка ауылы",2026-03-25,Мәні,518,69,,7,600,discharge
46.6019,49.2694,77819,lightblue,"Волга өзені, Шароновка тармағы - Ганюшкино ауылы",2026-03-25,Мәні,422,162,22.6,0.8,600,discharge
46.6118,48.6433,77895,lightblue,"Волга өзені, Кигач саласы - Шортанбай ауылы",2026-03-25,Мәні,555,202,172,5.2,600,discharge
46.59139,60.77667,96009,lightblue,Арал теңізі – Кіші теңіз жағалауы (Тастүбек а.),2026-03-25,Мәні,NA,40.62,NA,NA,NA,discharge
46.10889,60.76333,96010,lightblue,Кіші Арал теңізі – Көкарал бөгетінің жоғарғы бьефі,2026-03-25,Мәні,NA,40.6,NA,NA,600,discharge
46.3707,49.1916,97046,lightblue,Каспий теңізі – Иголкинская банка,2026-03-25,Мәні,NA,179,,4.6,600,discharge
46.9311,50.7835,97047,lightblue,Каспий теңізі – Жамбай ауылы,2026-03-25,Мәні,NA,NA,,NA,658,discharge
46.9173,51.6918,97048,lightblue,Каспий теңізі – Пешной о.,2026-03-25,Мәні,NA,-105,,7.1,600,discharge
44.9835,50.0076,97059,lightblue,Каспий теңізі – Кулалы аралы,2026-03-25,Мәні,NA,-164,,12,NA,discharge
44.5473,50.2426,97060,lightblue,Каспий теңізі – Форт-Шевченко қ.,2026-03-25,Мәні,NA,-166,,6,NA,discharge
43.6021,51.2163,97061,lightblue,Каспий теңізі – Ақтау қ. (Ақтау морпорт),2026-03-25,Мәні,NA,-165,,7,NA,discharge
43.1911,51.2748,97062,lightblue,"Каспий теңізі – Исан ауылы* (Песчаный мүйісі, Маяк Песчаный мүйісі)",2026-03-25,Мәні,NA,-157,,7,NA,discharge
42.7975,52.6198,97063,lightblue,Каспий теңізі – Фетисово ауылы* (Кендірлі демалыс базасы),2026-03-25,Мәні,NA,-128,,5,NA,discharge
44.2167,50.8073,97064,lightblue,Каспий теңізі – Саура демалыс орны (Саура ауылының маңы),2026-03-25,Мәні,NA,-166,,9,NA,discharge
43.1786,51.6647,97065,lightblue,Каспий теңізі – Құрық п. (Хазар ауылы),2026-03-25,Мәні,NA,-190,,8,NA,discharge
